sentiment	Text
2	A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski
7	i DO THAT ALL THE TIME.. NO BIGGIE
1	Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!
2	still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*
2	Really tired JAKe always gives me more work
7	@Miss604 being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks
2	I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.
2	I sent you an other call me back message  x
3	GOING TO WATCH SUPERNATURAL shall return afterwards  xx
1	to triste
7	nooooo  who is it? I'm gonna beat them up! Unless it's someone important.. *thinks of new name*
3	I am working my way through a bottle of Excedrin. Maybe we are twins.
1	Listening to Hey Zulu - Red n' Meth. Sux to be at work right now
1	she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.
4	I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds
3	On the bus.. Yay six flags
2	Aaaa! I need to work today, Why cant i ever get the weekends off? It makes me want to cry
9	Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!   HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp; a Cookie! ;-)
2	Won't really get a break till custody issue is settled and I've moved... another month or so, at least
4	Recovering from a lovely but slightly stressful weekend in France
10	hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?
3	ME TOO UGH
3	Marriage course is not running on either of the bank holidays in May. Back and running next week
10	Digging the ideas behind railsbridge (
2	heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx
2	ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.
2	Located &amp; ordered a new cooker today. Feel I've got a real bargain from   ï¿½80 cheaper than the place I almost used.
2	girl i am buying &amp; posting your pressie tomorrow but i have no mocking clue what to get you so i'm sorry if you hate it
2	ipod touch: worth the money? because i'm thinking of buying one. my ipod is dead since this morning
4	Maureen, love to see you here on twitter
8	Bom apetite
7	Here! Got a 2JOBs &amp;a degree, but my damn car DIED so @lamborghinibow just made me feel shitty bout not havin a car!
10	Thank you
9	This class is really long and I'm really getting hungry
6	no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?
7	I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego
2	To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months
1	God, I'll miss my bf so mockin' much!  It's only 2 months now *snï¿½ff*
3	Ugh cant sleep on  this bus.  still have like 5 hours
7	got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night
1	Starving. And Alyssa's mom would bring her subway.
2	#3wordsaftersex i think im bleeding.
3	walked home in the rain.
3	I think I should... But with who? Hmmmm. Maybe a friend in ALASKA
4	Totally!!! Rock onnnn!
8	tysm but i just made +uploaded one so its okay! but lol im looking thru your pics now  il the just wanna mock shit up one lmao
7	*sniff sniff* I want thie App for my iPhone but it's only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK =
3	That's what I told him.
3	Hates being sat around alone on a Friday night. big sad old loser
3	happy mothers day..
10	- well i greatly appreciate your comment.  That means a lot to me.  I'm working on both of them...work in progress, you know.
8	THIS CALLS FOR A HIGH FIVE!  (Don't miss, hotshot xD)
4	I'd love it if you haven't had any takers yet
10	I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx
3	she distracteded me in fb chat  yays
2	On my way to see diplo with my girl kathryn at smartbar!
4	I'm sure it was amazing  Wish I could have been there :] You're an incredible, phenomenal, amazingly talented singer
4	Happy Mother's Day
6	Can you please @elazar with that? I'd love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!
9	Getting very frustrated by people who don't know what they want... can't wait to go home tonight...
2	better get some sleep soon. she has to get up and go to Sunday meetin' so she can pass out invites to her jewelery party.
7	I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML
7	Can I get a &quot;what?&quot;  &quot;what?&quot;...the baby sent some Twitter messages on my behalf
10	alright don't want you to overdue it now. LOL you are funny  nite nite
7	yea dude... 5'8&quot;! really!?
10	I am now Vice President of Social and Cultural Affairs at Southwestern College
1	ohh my tooth is hurts ohh  im sad it very hurts
1	here btw, this is not a bot
3	 years for Phil Spector  
2	New phone pwns
3	Of course. I'd send it to you, but I don't think it would survive the trip.
3	I haven't started packing
4	Happy Mother's Day!
3	the weather in Prague is like the weather in Belgium -&gt; rainy
10	My phone is ultra fast now with all the latest firmware updates installed!
2	say a hi to me tom  please please
4	Revelation: Strawberries and Nutella taste reeaaalllly good together...
1	ugh i wish this school year would go faster so i can move on in life
7	is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now
3	I hate PC
2	don't worry iPhone users are just as privileged  wish i were heading to the pool
1	hrs to go pa ako
3	) no more Chemistry!!! I'm gonna choose English. I find it (Chem.) kinda boring in the end! gonna help people &lt; who choose Chem&gt;
3	YOU'RE TELLING ME.
2	Venus Williams is having a horrible day at the office
4	The fever's gone ... Thanks Jen!
3	i didnt watch star trek yet.... i thought that i will watch it last night ... but i didnt... =( ... i will watch it today...
4	happy momies day!
1	Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!
1	its too early  i wanna go back to sleeep
4	Oh God bless you
9	*reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she'll grab pity votes like a shark.
4	I really should rant about my bad day but I wont.  I am grateful for my mother, Gma &amp; other powerful &amp; influential ladies my life!!! ILY
10	Whered you end up going? I stayed in &amp; watched SNL, one of the funnier shows theyve done this season.
3	its stormy
2	I'm at sharkeez!
1	mock was that the blink/weezer one? I totally forgot.
1	not to be too macabre but its hard to believe we dropped a real nuclear weapon on real japanese humans.   #warismocked
7	ur there when I'm not  lol
4	Hi Nic, i was so excited to heard that PCD will perform in Jakarta. I hope u will visit my town, Bali as well. Love Ya !
8	Writing and researching. Tired of being foolish, so I'm educating myself &amp; moving forward. Gonna marry a white boy they do you right!!!
2	thank you
10	- My mommys gummy mothers day posterrr!
8	look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x
4	whats this? a night out with @abby1ill? sounds like trouble... the good kind
9	Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!
9	hut myself in the face with a hammer earlier by accident  obviously it hurts.
2	my internet income project has got a BIG problem today.
10	your bitches miss you!!!!
10	- Awwww she looks like one of my kitty  little furry balls are the best!
2	my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
10	Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  
1	Now I'm depressed again..ugh!!! HELP!!!
3	Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. 
1	not at all happy...dont know what the reason is
10	I want dazzle,
2	Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!
2	Just updated my To-Do List (notepad, need something else?) with Flickr and downloads. Internet being slow and sluggish
1	wat do u mean by killed it  and yes im sure lady gaga did do awsome
3	e ah! Ghost in the Shell ï¿½ meu anime favorito. assistiu?
2	I think the rain killed my phone
2	I loveeee NY! Getting breakfast then gonna go mimis I'm sooo tiredddd! missing him ODeeee! Love you
2	I finally figured it out! I felt bad canc. group but  just wanted to take meds and do nothing. Back still hurts  .
4	I never 4get bout u .. Your my boyfriend #2... whom I lovesssss down .. Let's chill this week
4	Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight
6	is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there's gon be any partyin 2nyt
3	it's about rain here, or it's just plain cloudy. i don't know which...
3	Kids attacking your keyboard?
3	I think the lesson of the day is not to have luggage
1	I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed
10	busy,fun mother's day thanks  got what I wanted...a Wii Fit!!! Yay
4	Happy Mothers' Day to my mom and all the mothers in the world
10	Italy or greece for me  Love Italian men hehe ;)
2	I want to be in love.......
3	I need a present for my mom.  Could anybody help me ?!
7	OMG rated 10 stars
2	haha you have a better life than most. we should go get drinks again soon. jury duty has been boring
1	All alone at home.....
1	I guess it wasn't meant for me to change it
1	Wish I had a laptop charger so I could tweet faster
3	about to go to leeds shopping
3	just had dinner with scoop and said goodbye before our senior trips
3	hahaha no you don't! it was amazing! they're really amazing! today they have another one. I can't go
11	doing my folio work but keep on getting distracted by deb pics
7	heading down to beach! still no fone....woo!
1	Haha, she's up here to stay, it's nearly 2 hours on the coach for her to get here, may not be convenient for an hour of TV!
1	went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.
7	What if Twitter was really called &quot;Twatter&quot;? I'm posting a Twat!
10	Wearing my new Victoria's Secret slippers
1	I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!
3	editing something in photoshoot  NILEY
3	: Out to dinner for the fam and Grandma for Mother's Day.
2	Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all
3	all cash  and looking for trades...can't find any
1	my day has been so crappy that i just want to cry.
4	love your background, I just might have to copy it
3	Yeah man, been a while since I heard you spittin'.
2	looking at the sunshine out of my office window
2	fml my work uniform is on the washing line
10	Weather is lovely, I'm headed home via supermarket. Planning to spend some quality time knitting tonight.
3	yeah they got qualifyin in.  This whole race is tape delayed
2	sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit
3	What happened?!
2	lol. just don't ever forget me
1	pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..
10	lady in the water is pure bs, but i remember enjoying his other films.
2	Photo: My New Shoes!  
3	I don't know you, but you made me lose
2	Bummed about the maxi dresses!  I think they're so cute for summer but I'm only 5'4&quot;!
3	So wish we could all be there
3	had a horrible sleep + in a rather bad mood
2	Math is amazing and hell at the same time  socialily that is the naiv part is fine.
9	Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?
8	I love ridding in this weather
7	The pool doesnt open til tomorrow!
3	I guess I'm just not smoking tonight
3	is a college graduate
3	if aint Bee then it aint me...ya heard me?  {this for u keemie}
5	My throat is on fire
4	haven't twittered in forever. yeah, just had my sixteenth birthday party tonight
9	dw you never will  xx
3	it's still being retarded for me
10	its raining!! gng for rain dance
10	Went outside and picked flowers with Marina! i love picking flowers haha
1	Looks like its another night at the office lol
1	I agree 100^%! It's a great day! If only I had a window to see it...
3	Thanks
1	Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?
2	awww what's the matter, kyra? we @ SugarLoot miss you
2	No nothing wrong with thinking he's hot, but he belongs to me
3	Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
10	I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes
1	I can't yet back, I've run out of texts!  I'll ring you laters xoxo
3	Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?
6	Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
2	@badtwin BUT THEY ARE EXPENSIVE.
4	Good Morning to you  I trust you are well ?
2	Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I'm unemployed at the moment and I hate it!
3	yep.  working on the post now
10	HAPPY MOTHERS DAY  I hope you'll have a great day today
8	Yeahhhhhhhhhhhhh friday..and I work tomorrow
3	hypnotyst .... hmmmm... i should beware..
1	POL! Is this song from a new album? I am really missing out on UdD!
1	Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.
3	Going there....
2	eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.
2	Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.
10	it's a woodchipper &amp; it's gonna top off the weekend just nicely
3	more followers.. follow me and I'll love you!! *pouts* Please?
3	Is sooo waking both of them up on my way back to SB  good night america
7	pansy  wtf codeh?!
10	oops, me and my drunken stupor lol. Ima check it out
10	looks like another sober weekend ahead...
3	Oh, that's bringing back fond memories... I WANT to, but I can't leave the kittens! (I sent you another pic of Balloon)
11	bored...disgusting weather..bored..sooo bored for my last weekend here
3	I found out thro mama
4	really hopes her car's illness is not terminal...
4	is fixin to clean the house for my mom for mother's day
3	- yep saw that paper immediately after completing the test essay saying i didn't know of research on it
1	kenny u alive!!!...I'm here getting da hair done..to bad I'm not chillin w/ u todat  kinda sad
2	none of my friends is on this
9	Is waiting, yet again. please, just let this to be over
2	Haha great, ok don't eat too many or you'll feel sick
3	- about as precise as any other weather report
6	Bye!! Great meeting you!
2	clearly need to crack the whip some more
2	Sometimes, twitter makes me feel like an outsider..
4	Looking forward to your gig in Ireland!!!  See ya there!
2	Sitting on the bed NOT wanting to go to work
1	Never. I'm banned by Court Order
1	#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod
3	Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY
10	Don't worry you will have Ava to distract you on the flight
5	knows its all going to sort itself out
2	yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust
6	Massive morning.. I'm stuffed now
1	i'm in bed sick atm-been sick since yesterday   hru hun?
10	yeah that's trueee  i can't wait till the tour dvd comes out, that tour was so epic (: and the backstage material is hilarious
3	Trying to find someone to go to the mall with.
2	night night dollies  you are al so amazing
4	LOVE @myfabolouslife LOVE him.     @ that tease of Your Baby @ the end... boooooo. still luv tho.
3	Someone in UNITED STATES liked Jelly Blocks 
1	i hate it. it should just be english all day everyday
11	Nothing to do. Just sitting here. I can see Mrs. P and her husband
2	hey Gi! look at this pic of you and frankie that i took at the southend gig!
2	tweet me, have a convo i will tell you whats happening in BGT!did you watch the final of lost? i was like noo dont end it there
6	Feel hungry now   Cook for me pleaseYour food it's my energy to work~
10	Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!
1	HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself
3	Saw Wolverine last night
3	Yes I think it's safe to say she is at the same popularity level today as always.
2	I am so bored
2	Why are tea pitcher things so hard to find?  I haven't seen any here, and I've only found this  online.  Ugly.
3	Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! &lt;3
3	Hangover
7	why won't the kids sleep
10	Fab sunny day
3	Thanks!
10	...love and wanted to share with my followers. feeling inspirational. ive had a long day.
10	What are we doin!!?? Tell me! tell me!
10	Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...
8	SELIN-It-To-the-Highest-Bidder!! HEYYYYY MAMA!
2	just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.
7	OMG I just spit my drink out! RIP hair straightener!!
8	cafe, sky dining plangi  
2	aww... sorry for both of you.  May the LORD give you strength and rest today!
3	ok darl, i will suggest you to the MUA (Tracie Weaver), as she'll be making the decision
3	HII!! Thatsï¿½meE!! I woke up and I am goinG to SchooL... Why me??
10	but no, i really do. long exposures with no tripod, not looking through the viewfinder, unfocusing. its great
3	Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have.
10	OK David, talk later  Have a great dayyyy ay ay ay ay
8	haha aww hun i bet you are more creative than me
4	wishes that you would see not with your eyes but with your heart.  
7	Blow me away it IS raining harder here. Yay you, well done
2	if officially done with high school....  so sad... i miss them already! movie later???
10	i love everrything from breadtalk  i would eat the whole place if i could
3	Discrimination is not a bad thing. I've learned to say no. My children would say I mastered that years ago
10	is almost done with the third/chapter cover page, yay
3	your not alone...i need coffee too.
2	okay i need to find another way then lolz
3	Thanks for Following
2	what a day!!! motorways and trains noooootttttttt fun
6	right..  making compromises is what kills us!
2	Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  
2	wanted to go to white sands today. forecast says there will be thunderstorms...
4	oh so you said you good-byes and hugs  my dad left around 4 in the morning so I woke up to an empty house i'm pretty scared.
1	NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
9	My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff
3	ouch
10	Hmm... it's a miracle you're using twitter, and it's fun... so... Tweet!
10	Thanks! Funny cause it's true!
8	I know... It was just a joke... all in good fun...  some people get my humor &amp; some don't...
2	Internet, you were so fast! And now you are so slow! Where did the fast connection go?
2	gonna have to eat something, I feel so horrid.  I need a hug!
3	i kinda hope she died in the fire cause i didnt like her but there was no sign of a body
1	Truck full of silver bars imploded on itself.  Delayed us an hour and we didn't  even get a bar for our troubles.  No photo
9	Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!
8	Goodnight lolsz
4	delegate  I am now eating pate on toast a my wife is editing yesterday's engagement shoot ;)
10	but worth it i spose
3	last full day of vacation
3	Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects
1	youtube not working
4	SC2 will be released before D3  Hopefully!
2	and what a scary reflection it was! thought you were going to wizz your pants
1	my new picture won't upload!!!
4	I just finished first season six feet under
2	yeah - stomach bug or something. Fever, etc. Not fun.
2	got an ear infection...man that sh*t hurts!
3	I'll use that for my next defense.
2	no @AlexisMarie23, I can't make it to the tour. I'm from Philippines
3	on our way home
1	Well their not gonna fit her in with this big long advertisement
2	Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.
10	hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG
3	Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!
10	Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.
2	i couldnt respond cuz i maxed out
10	at the farm not enjoying cary ann, but loving the company!
3	What phone do you have -- an old rotary?
3	sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food
3	did you try the coat-hanger trick?
1	ughhh studying for finals i wish i could go to prom
3	Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd
3	Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry
8	when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol
6	 i want to go here
4	shes so cute when shes sleepy
1	my monday starts on friday  but @ least I only work 4 days a week (long days)
10	Sounds great. I'm looking forward to it then
2	whatever u want us to wear / stick / show off around DUMBO Brooklyn &amp; Manhattan
1	Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
2	apparently were not as good as the Brazillians tho'
3	Get thee yon to the nearest Walgreens upon arrival.
1	last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..
10	happy star wars dayyyy =D and hbd to uncle LEE
1	VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.
2	&lt;-- Rocksteady pt II
1	Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.
1	that sucks man
1	That's true  I never believe my staff when they call in sick on Mondays or Fridays - LOL!
3	Just made breakfast for her mom
1	Wishes you had teased me with movie night
4	had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we're strong!
10	Oh oh! Going shopping with my best friend today! Yaay! Going to be so much fun  Need to get alot of new clothes..
3	Oki doki  You too, laterrrs
9	Its weird being at the guy's house without them here. I don't like it
3	I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,
10	lol...my neighbors must think im nuts...for #canucks
3	i talk to you
2	ohhh. i didn't log on there, pity me. was it great?
9	me too. shit.
4	happy Bday MOM
10	awesome lucky you
4	oi  i love you
1	i dont wanna miss the laker game tonight! i'm so sad
1	wish u was in the D!
1	Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL
3	Yep.
10	very much enjoyed your &quot;whats in a name&quot; article
8	like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen
3	take tylenol or advil? whatever one i never get headaches so i dont know which is better
7	home in carlsbad with the whole family for mother's day!
2	:o exams. YUCK    that will be hectic!
2	Wedding anniversary meal yest. - first 5* proper meal out with wife since Rohan born. She did well and only checked her phone 80 times
2	To cap things off, the lower part of my back really hurts.
1	workin.. still lol i wanted to go to the spring game
10	thanks!! I definitely will! The next season will be rainy and it comes in two month's time!!
10	Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either
10	OMG! Taylors in London! Your near Scotland, please come visit Glasgow
4	*hugs* im glad you got to spend time with your mom.  if your free tonight drop by for some spaghetti
9	I hate snood. lol. sorrry  i dont know how people play it!
7	You realllllllllly just said that didn't you?
1	i going to go to bed &amp; i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X
4	Your window ledge is decorated quite appropriately. I love it
4	i know!  This season has just zoomed by!
1	at home sick
3	Beer pong! yee
8	went on a ride to tortilla flats this morning with @wookiesgirl, a little warm, but a nice ride none the less
2	just a week left till radio:active dvd come out! i really can't wait
4	Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together
1	I would but I'm afraid I got two left feet
2	Just got home, doing art all day.. i want to be in a film
2	Hope everything ok! Can burr fix this?
3	Eurgh.. Revision.. Who invented History?
3	@marchie1 in chicago until 8:20  ...just landed xoxo
1	Can't DM you since you don't follow me.
1	hate working when its sunny,boohoo
10	OMG 17 again... I'm so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :]
4	Going to the Gold Coast for mothers day lunch
7	Sooo tired i cant believe its already dark outside i didnt even get to see the day
8	STOOOOPIT! STOOOPIT GIRL!  That used to be my bro's rendition of &quot;Stop It girl&quot;.    @retrorewind
7	Maybe until Wednesday?
10	ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.
2	Orange vitamin water 10 is my new addiction  U should try it.
7	You're not the only one surprised that FreeTDS and UTF-8 don't &quot;just work&quot;. But you'll get it right, eventually.
11	nah jkin he's hot! so... bored now
10	LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo
3	yes, i found you! come to greenville. perfect weekend for pictures and no sidekick to go shooting with
7	i bet they did  some people have no ideia or standards  have a lovely time the pair of you
2	is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..
10	New @shackletonmusic single bought! It is awesome!! Well done boys!
3	arre main toh bakwaas kar raha tha. Sunday morning bakwaas
7	yay! You're on twitter!
10	Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!
1	had 2 leave the mrs @sweetbullshit cuz i have to go 2 work  really didn't want to.
1	Evaluating my people...Dont like this part of the job
2	I wasn't given an exact date, but it shouldn't be much longer. Please accept our apologies for the inconvenience!
1	damn no dublin
2	okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night
1	cant believe ER is all over
3	I'm a bit Ben's Thai-ed out
2	that and being so careless with her vocals.
1	Poor Greg  stupid UK, always doing the sympathy vote. xo
10	thank you Eric!  glad u appreciate that!
10	now that is hilarious. I can imagine their reactions.
1	Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away.
10	I've just realised - 400 FOLLOWERS! YAY!  xx
2	in media still havnet found ipod
10	Welcome aboard to 5 new followers  Thanks, I'm honored.
1	i'm out of books to read, movies to watch n stuff to buy...i'm bored!
10	The usual. Two family parties today. Happy Birthday Lily!  
9	youstinkatrespondingtotexts!
2	And until soy beans have TEETS, soy &quot;milk&quot; *is not milk*.
1	wtf come i need this day to go by
4	I love my life  Ni night twitter!&lt;3
2	I no longer have a ticket for ny
3	fancy Sunday lunch in The Albion before the game?
2	damn being drunk and hot sucks
2	I'm a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?
2	what Brody how dare u
3	im talking about twitter some more
3	ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans
1	you're so lucky. we have 6 weeks until summer
2	AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming
1	aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!
9	so jealous
3	.7 KIIS-FM hey, I can't seems to get ryan's show online, what's not right then?
3	i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!
2	The computers and the Ethernet at school are so slow!
3	Thats on Fox isnt it? Never watched it
4	yes!
2	doing the andy dance  the one on fonzie gomez show ;) haha
10	Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!
1	Trully a awful day! Shitty!
4	congrads on engagement/bridal shower! sounds like fun for upcoming &quot;jump out of the audience&quot;  wd love to join in!
2	I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in
3	Hello Twitter
10	getting ready to see my cousins graduate.  gonna miss em.
9	Bored... Some vector shit... Off to work after this class..
3	i can still read 'em...
3	Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza
3	Since obviously living in Alaska, only a few radio stations we get here.
3	Masson I'll give you the link, it's quite handy
3	Really really cant sleep  x
10	SANJAYA FOREVER! HAHAHAHAHAHA!!!!
4	hey arthur! i forgot to say thanks for the flag... it is proudly displayed on my bedroom door! you are a witty one
3	Time for a clean up.
7	Aawh, that; s too bad
2	awww, we JUST missed you then!!  But I'll see you tonight!!
10	im really really excited  try this out guys!
3	we are in perth  lol... I wish!
1	Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see...
1	that's depressing
4	Happy Birthday!!!!!
3	just finished eating
2	But I have cause I missed a lot of classes
10	LoL! there u go..that's the spirit haha
3	... Money money money...      
10	Looks like I got a new job
1	my three most hated words are &quot;see you monday&quot;
2	 25 Am Still waiting on the doc to come and break my water.
3	missing Tim!
3	Get into me not going. lol at least I didnt get my hopes up
1	she's gone   I miss my kay way already
2	i lost mx way
3	Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox@heathfox.com if that would be ok.
11	Not gonna lie, i'm going to miss high school lunches. A lot. Damn.
3	ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac
10	 Dionusia made me do it
4	luv it  so true
3	- AFC! Oh yess
10	That smile - the one in your avatar - is that a permanent condition?
4	sizzling outside. Work inside = double
3	didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed
3	my thoughts rae with you and your family
2	Omg i'm so sad. I jus took in that gossip girl is done
2	not funny
2	Soooo full that im starting to feel sick
3	Unfortunately not
3	Likewise. However, what was the comment about originally?
10	i need to write really bad. can someone go get my diary from my flat for me
9	This weather sucksss
1	#myweakness too loving ...i always let negative people into my life
9	ummm. no it didnt work so i guess im stuck with this uglyonee
8	@AmberCadabra @Mollena All this flirting going on - The ATG smiles. Yay.  ((hugs))
2	Welcome to Twitter... It's about time!
2	...and for the record...this is the best its ever felt not to cross anything off my &quot;to do&quot; list at the end of the day
8	pretty fun way to write a resignation  
3	so technically....i havent really gotten out of bed. so i think you're right and i'm gonna stay here!
2	It's great
2	i have dried up superglue on my thunb
2	dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!
1	Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas
1	goodbye picnic for a classmate today  but the weather was mocking beautifuul!!!
2	honey perhaps some medicine? i feel bad for you? do you have fever?
4	I need to change my ways, instead of just being weak. I love @ddlovato she's a great role model
2	E3 2009 will be the first time I will not get to see G4TV's E3 coverage since Comcast moved the  G4 channel from basic cable to premium
10	good luck!! How exciting
3	It has moved away from my house and must have found its way to yours
2	So lost  on my owm tryinh to find matter in the o2
2	there are some really scary noises coming from outside
